CustomerID,Email,Segment,Subsegment,Status
13313,angela10@example.org,Risk,"Risk, Medium CLV",active
13314,yschwartz@example.com,High Value,"High Value, Medium CLV",active
13316,scott33@example.org,Risk,"Risk, High CLV",active
13317,joshua32@example.net,Risk,"Risk, Medium CLV",active
13318,macdonalddanielle@example.com,High Value,"High Value, High CLV",active
13319,zachary79@example.com,Risk,"Risk, High CLV",active
13320,xday@example.org,Risk,"Risk, Medium CLV",active
13321,eugenemartin@example.net,High Value,"High Value, Medium CLV",active
13323,yperkins@example.com,High Value,"High Value, High CLV",active
13324,andrew43@example.net,Risk,"Risk, High CLV",active
13327,uolsen@example.net,Risk,"Risk, Medium CLV",active
13329,rachel03@example.net,Risk,"Risk, Low CLV",active
13330,rking@example.net,Risk,"Risk, Medium CLV",active
13334,cindyjohnson@example.com,Risk,"Risk, High CLV",active
13340,howard90@example.org,Risk,"Risk, High CLV",active
13344,lisatrevino@example.net,Risk,"Risk, Medium CLV",active
13350,ubass@example.com,High Value,"High Value, Medium CLV",active
13362,millersamuel@example.org,Risk,"Risk, High CLV",active
13363,friley@example.net,High Value,"High Value, High CLV",active
13365,mark73@example.org,Risk,"Risk, High CLV",active
13368,latasha07@example.com,Risk,"Risk, Low CLV",active
13373,caitlynjenkins@example.net,Risk,"Risk, High CLV",active
13376,madisonflowers@example.org,High Value,"High Value, Medium CLV",active
13379,dakota79@example.net,High Value,"High Value, Medium CLV",active
13381,conleykatrina@example.net,Risk,"Risk, High CLV",active
13384,alexandersmith@example.org,Risk,"Risk, High CLV",active
13389,taylorzachary@example.org,Nurture,"Nurture, Medium CLV",active
13394,vwhitney@example.net,Risk,"Risk, High CLV",active
13396,dsmith@example.com,Risk,"Risk, Medium CLV",active
13397,raykrystal@example.com,Nurture,"Nurture, Medium CLV",active
13402,marshallmelanie@example.com,Risk,"Risk, Low CLV",active
13404,xmatthews@example.com,Nurture,"Nurture, Low CLV",active
13405,berryrobert@example.net,Risk,"Risk, Low CLV",active
13408,shanereid@example.org,Risk,"Risk, High CLV",active
13410,bharrison@example.com,Nurture,"Nurture, Medium CLV",active
13414,woodseric@example.net,Risk,"Risk, Medium CLV",active
13416,lisamarquez@example.net,Risk,"Risk, High CLV",active
13417,oliviadavis@example.com,Risk,"Risk, Medium CLV",active
13418,johnjenkins@example.com,Risk,"Risk, High CLV",active
13420,adambrewer@example.org,High Value,"High Value, Low CLV",active
13421,xstanley@example.net,Risk,"Risk, Medium CLV",active
13425,josephrodriguez@example.net,Risk,"Risk, Medium CLV",active
13426,melissa25@example.org,Risk,"Risk, Medium CLV",active
13427,john59@example.net,Nurture,"Nurture, Medium CLV",active
13429,amandascott@example.net,Nurture,"Nurture, High CLV",active
13430,gmcbride@example.net,High Value,"High Value, Medium CLV",active
13431,kimberlyswanson@example.org,Risk,"Risk, Medium CLV",active
13434,dawn57@example.net,Risk,"Risk, Medium CLV",active
13435,chall@example.org,Risk,"Risk, High CLV",active
13437,jduncan@example.com,Risk,"Risk, High CLV",active
13447,briannaadams@example.com,Risk,"Risk, High CLV",active
13448,shelbybarnett@example.com,Risk,"Risk, Medium CLV",active
13450,carlos87@example.com,Risk,"Risk, High CLV",active
13451,qward@example.com,Risk,"Risk, High CLV",active
13452,abigailsingh@example.com,High Value,"High Value, Low CLV",active
13453,ohampton@example.net,High Value,"High Value, Low CLV",active
13455,thomas65@example.com,Risk,"Risk, Low CLV",active
13456,hmoore@example.com,Risk,"Risk, High CLV",active
13458,ewingcarly@example.org,Risk,"Risk, High CLV",active
13460,millersara@example.org,High Value,"High Value, Medium CLV",active
13461,fleblanc@example.org,Risk,"Risk, High CLV",active
13467,sarah40@example.org,High Value,"High Value, High CLV",active
13468,tharris@example.net,Risk,"Risk, High CLV",active
13470,riverachristopher@example.org,High Value,"High Value, Low CLV",active
13471,ataylor@example.com,Risk,"Risk, High CLV",active
13473,marksvictor@example.org,Nurture,"Nurture, Low CLV",active
13475,casemelissa@example.com,Nurture,"Nurture, Medium CLV",active
13476,melissa00@example.org,Risk,"Risk, Low CLV",active
13477,changjamie@example.com,Risk,"Risk, Medium CLV",active
13479,zacharyrodriguez@example.net,High Value,"High Value, Low CLV",active
13481,kpowell@example.com,Nurture,"Nurture, Medium CLV",active
13486,batesnathan@example.com,Risk,"Risk, High CLV",active
13487,mary20@example.org,Risk,"Risk, Low CLV",active
13488,cynthia30@example.org,Risk,"Risk, High CLV",active
13489,ashley68@example.com,Nurture,"Nurture, Low CLV",active
13491,lauraclark@example.com,Risk,"Risk, Low CLV",active
13492,avalencia@example.com,Risk,"Risk, Medium CLV",active
13493,rossmarissa@example.com,High Value,"High Value, Low CLV",active
13495,michele08@example.net,Risk,"Risk, Low CLV",active
13496,harveyalexa@example.org,Risk,"Risk, Low CLV",active
13497,cookekaren@example.net,Risk,"Risk, Low CLV",active
13499,gvaughan@example.net,Nurture,"Nurture, Medium CLV",active
13500,hallamy@example.org,Risk,"Risk, High CLV",active
13502,jacksonhanson@example.org,Risk,"Risk, Low CLV",active
13505,bwolfe@example.com,Risk,"Risk, High CLV",active
13506,rtrujillo@example.net,Risk,"Risk, Low CLV",active
13507,qholland@example.com,Risk,"Risk, High CLV",active
13509,rileycatherine@example.org,Risk,"Risk, Medium CLV",active
13510,penningtonlee@example.org,Risk,"Risk, High CLV",active
13515,michael94@example.com,Nurture,"Nurture, Medium CLV",active
13516,joyoneal@example.org,Risk,"Risk, Medium CLV",active
13517,marycastillo@example.net,Risk,"Risk, High CLV",active
13520,sandrafletcher@example.net,Risk,"Risk, Medium CLV",active
13521,jennifer74@example.com,Risk,"Risk, High CLV",active
13523,rhondamorris@example.org,Risk,"Risk, Medium CLV",active
13524,rthompson@example.com,Nurture,"Nurture, Medium CLV",active
13525,greenamy@example.com,Nurture,"Nurture, Low CLV",active
13527,valerie86@example.net,Risk,"Risk, High CLV",active
13529,saracowan@example.com,High Value,"High Value, Low CLV",active
13531,tracybennett@example.com,Risk,"Risk, Low CLV",active
13533,pamelalawson@example.com,High Value,"High Value, Low CLV",active
13534,juarezjacob@example.net,Risk,"Risk, High CLV",active
13536,nwells@example.org,Risk,"Risk, High CLV",active
13538,chriswebb@example.org,Risk,"Risk, Medium CLV",active
13539,melissa22@example.com,Nurture,"Nurture, Low CLV",active
13544,lance84@example.net,Nurture,"Nurture, Low CLV",active
13546,nkennedy@example.org,Nurture,"Nurture, Medium CLV",active
13548,harcher@example.com,Risk,"Risk, Low CLV",active
13549,flloyd@example.net,Risk,"Risk, Medium CLV",active
13552,currydanny@example.org,Risk,"Risk, High CLV",active
13555,porterbrian@example.net,Risk,"Risk, High CLV",active
13557,edwardsmark@example.org,Nurture,"Nurture, Low CLV",active
13558,nicole68@example.com,High Value,"High Value, High CLV",active
13562,ireeves@example.org,Risk,"Risk, Medium CLV",active
13563,donna48@example.org,Risk,"Risk, Medium CLV",active
13564,jeffrey51@example.net,Risk,"Risk, Low CLV",active
13565,ashley38@example.org,Risk,"Risk, Low CLV",active
13566,xcoleman@example.com,High Value,"High Value, Medium CLV",active
13569,andrew29@example.net,Risk,"Risk, Low CLV",active
13571,derrick93@example.org,Risk,"Risk, High CLV",active
13573,luis36@example.net,Nurture,"Nurture, Low CLV",active
13575,dawsonjessica@example.com,High Value,"High Value, Medium CLV",active
13576,oclark@example.org,Risk,"Risk, High CLV",active
13577,richard16@example.com,Risk,"Risk, High CLV",active
13579,seanmitchell@example.net,Risk,"Risk, Low CLV",active
13588,harperadrian@example.net,Risk,"Risk, High CLV",active
13589,mikebell@example.net,Nurture,"Nurture, Low CLV",active
13590,nicole91@example.net,Risk,"Risk, High CLV",active
13591,gonzalezsean@example.net,Nurture,"Nurture, Medium CLV",active
13592,owenselizabeth@example.net,Nurture,"Nurture, Low CLV",active
13593,jennifer38@example.org,Nurture,"Nurture, Medium CLV",active
13596,courtneybrock@example.com,High Value,"High Value, High CLV",active
13599,mmills@example.com,Risk,"Risk, High CLV",active
13601,summercrane@example.com,Nurture,"Nurture, Low CLV",active
13606,icastro@example.com,Nurture,"Nurture, Low CLV",active
13610,samantha62@example.net,Risk,"Risk, Medium CLV",active
13611,jennifercooper@example.com,Risk,"Risk, Low CLV",active
13614,harveyjuan@example.com,Risk,"Risk, Medium CLV",active
13617,bill27@example.com,High Value,"High Value, Medium CLV",active
13623,aguirrejoshua@example.com,Nurture,"Nurture, Medium CLV",active
13627,amyhendrix@example.net,Risk,"Risk, Low CLV",active
13629,rmartinez@example.net,Risk,"Risk, High CLV",active
13630,rgreen@example.org,Risk,"Risk, High CLV",active
13631,catherinepollard@example.org,Risk,"Risk, High CLV",active
13632,jose67@example.net,Risk,"Risk, High CLV",active
13634,zachary49@example.com,Nurture,"Nurture, Medium CLV",active
13636,jean58@example.com,Nurture,"Nurture, Medium CLV",active
13637,steven01@example.org,Nurture,"Nurture, Medium CLV",active
13643,matthewschneider@example.net,High Value,"High Value, Medium CLV",active
13644,charlesharris@example.net,Risk,"Risk, High CLV",active
13647,charles52@example.com,Risk,"Risk, High CLV",active
13649,stephenlucero@example.net,Risk,"Risk, Low CLV",active
13650,fryerodney@example.com,Nurture,"Nurture, High CLV",active
13652,latoyapope@example.org,Risk,"Risk, Low CLV",active
13654,carol00@example.org,Risk,"Risk, High CLV",active
13655,vbrown@example.org,Risk,"Risk, Medium CLV",active
13656,jenniferschroeder@example.com,Nurture,"Nurture, Low CLV",active
13657,travisfitzgerald@example.net,Nurture,"Nurture, Low CLV",active
13658,kbell@example.net,Risk,"Risk, High CLV",active
13659,shawn24@example.org,Risk,"Risk, Low CLV",active
13662,bbarber@example.net,Nurture,"Nurture, Medium CLV",active
13666,shannonsean@example.com,Nurture,"Nurture, Low CLV",active
13668,ruizjames@example.org,Risk,"Risk, High CLV",active
13669,perkinsamanda@example.net,High Value,"High Value, Low CLV",active
13672,megan28@example.org,High Value,"High Value, Low CLV",active
13673,tparks@example.org,High Value,"High Value, High CLV",active
13675,rcarlson@example.com,High Value,"High Value, Low CLV",active
13680,edwin29@example.com,Risk,"Risk, High CLV",active
13681,qmccarthy@example.net,High Value,"High Value, Medium CLV",active
13685,hurleyrachel@example.org,Nurture,"Nurture, High CLV",active
13692,cannonmatthew@example.org,Nurture,"Nurture, Medium CLV",active
13694,wandasmith@example.org,Risk,"Risk, High CLV",active
13695,brownmicheal@example.org,Risk,"Risk, High CLV",active
13700,jclay@example.com,Risk,"Risk, High CLV",active
13704,jakemoyer@example.org,Nurture,"Nurture, High CLV",active
13705,amy41@example.net,Risk,"Risk, Low CLV",active
13707,brandon73@example.org,High Value,"High Value, Low CLV",active
13709,melissafoster@example.com,Risk,"Risk, High CLV",active
13715,treyes@example.net,Risk,"Risk, Low CLV",active
13717,shannon68@example.net,Risk,"Risk, Medium CLV",active
13718,brittanycook@example.org,High Value,"High Value, Low CLV",active
13719,cynthiakent@example.org,Nurture,"Nurture, Medium CLV",active
13720,irodriguez@example.net,High Value,"High Value, Medium CLV",active
13722,jared68@example.com,Risk,"Risk, Medium CLV",active
13725,christopher68@example.org,Risk,"Risk, Medium CLV",active
13726,victoria63@example.org,Risk,"Risk, High CLV",active
13727,smithchristopher@example.org,High Value,"High Value, High CLV",active
13728,aharris@example.com,Risk,"Risk, Medium CLV",active
13730,wcole@example.org,Risk,"Risk, Medium CLV",active
13731,smithrobert@example.net,High Value,"High Value, Low CLV",active
13735,myersmark@example.org,Risk,"Risk, High CLV",active
13736,anthony14@example.com,Nurture,"Nurture, Low CLV",active
13741,melissabrewer@example.net,High Value,"High Value, Medium CLV",active
13742,megan15@example.net,Risk,"Risk, High CLV",active
13743,davidjoyce@example.com,Risk,"Risk, Medium CLV",active
13744,derrickbrown@example.org,Nurture,"Nurture, Low CLV",active
13748,jeffreyreynolds@example.org,Risk,"Risk, Low CLV",active
13750,qgarcia@example.net,Nurture,"Nurture, Medium CLV",active
13752,carolinegregory@example.com,High Value,"High Value, Medium CLV",active
13754,angelaclements@example.net,Nurture,"Nurture, Low CLV",active
13755,russellrebecca@example.net,Nurture,"Nurture, High CLV",active
13756,stephen28@example.org,Risk,"Risk, High CLV",active
13758,edgarvargas@example.org,Risk,"Risk, Medium CLV",active
13759,scottgary@example.org,High Value,"High Value, Medium CLV",active
13760,april82@example.com,Nurture,"Nurture, Low CLV",active
13761,susankennedy@example.org,Risk,"Risk, Medium CLV",active
13764,bsanchez@example.com,Risk,"Risk, Medium CLV",active
13767,wilsonchristopher@example.net,Risk,"Risk, High CLV",active
13769,heidi86@example.net,Risk,"Risk, Medium CLV",active
13771,cmarks@example.org,Risk,"Risk, High CLV",active
13772,aprice@example.net,Risk,"Risk, Medium CLV",active
13777,jennifercruz@example.org,Risk,"Risk, High CLV",active
13780,dbarnes@example.net,Nurture,"Nurture, Low CLV",active
13782,angela33@example.org,Risk,"Risk, Medium CLV",active
13784,morrisonkyle@example.org,Risk,"Risk, High CLV",active
13787,mitchellreeves@example.org,Risk,"Risk, Low CLV",active
13791,tom94@example.net,Risk,"Risk, Medium CLV",active
13792,kimberly03@example.com,Nurture,"Nurture, Low CLV",active
13798,mjackson@example.org,Risk,"Risk, High CLV",active
13799,ophillips@example.org,Nurture,"Nurture, Low CLV",active
13802,obrientimothy@example.net,Risk,"Risk, High CLV",active
13804,bwright@example.org,Risk,"Risk, High CLV",active
13805,julianwest@example.com,Risk,"Risk, Medium CLV",active
13808,millerchristopher@example.org,Nurture,"Nurture, High CLV",active
13810,kevinhuynh@example.org,High Value,"High Value, Medium CLV",active
13811,lozanofelicia@example.net,High Value,"High Value, Low CLV",active
13812,hodgelindsay@example.com,High Value,"High Value, Medium CLV",active
13813,quinnryan@example.net,Nurture,"Nurture, High CLV",active
13814,jameserica@example.net,Risk,"Risk, High CLV",active
13815,rhodesashley@example.org,Risk,"Risk, High CLV",active
13816,heather35@example.org,High Value,"High Value, Medium CLV",active
13817,tsolis@example.com,Risk,"Risk, Low CLV",active
13819,maxwell86@example.com,High Value,"High Value, Medium CLV",active
13821,marystuart@example.com,High Value,"High Value, Low CLV",active
13822,michaelfrye@example.com,High Value,"High Value, High CLV",active
13823,cfloyd@example.net,High Value,"High Value, Medium CLV",active
13824,gonzalezkenneth@example.org,Nurture,"Nurture, Medium CLV",active
13827,cookwhitney@example.com,High Value,"High Value, Medium CLV",active
13831,michaelowens@example.net,Risk,"Risk, Medium CLV",active
13835,ghawkins@example.org,Nurture,"Nurture, Medium CLV",active
13837,nelsonvalerie@example.net,High Value,"High Value, Low CLV",active
13838,vrobinson@example.org,Risk,"Risk, Low CLV",active
13842,ryanwebster@example.net,Risk,"Risk, Medium CLV",active
13846,franklinalex@example.net,Risk,"Risk, Low CLV",active
13848,hestrada@example.net,Risk,"Risk, Low CLV",active
13849,timothyross@example.net,Risk,"Risk, Medium CLV",active
13851,bakerjake@example.org,Risk,"Risk, High CLV",active
13854,harristeresa@example.org,Risk,"Risk, High CLV",active
13856,sarasanchez@example.org,High Value,"High Value, Low CLV",active
13860,taylorscott@example.org,Nurture,"Nurture, High CLV",active
13862,wolfbrenda@example.net,Risk,"Risk, High CLV",active
13865,bwilkerson@example.org,Nurture,"Nurture, Low CLV",active
13867,lori95@example.com,Risk,"Risk, Medium CLV",active
13868,tboone@example.org,Risk,"Risk, High CLV",active
13869,melissa41@example.org,Risk,"Risk, Medium CLV",active
13870,stacey12@example.org,Risk,"Risk, High CLV",active
13871,fieldsmark@example.org,Risk,"Risk, High CLV",active
13873,ujackson@example.org,Nurture,"Nurture, Low CLV",active
13875,hbarton@example.net,Nurture,"Nurture, Medium CLV",active
13880,elizabeth19@example.org,Risk,"Risk, Medium CLV",active
13881,gmiles@example.org,Risk,"Risk, High CLV",active
13882,pleach@example.com,Nurture,"Nurture, High CLV",active
13883,paynejames@example.net,Risk,"Risk, High CLV",active
13884,trevorkelley@example.com,Nurture,"Nurture, Medium CLV",active
13885,irwincole@example.net,High Value,"High Value, Low CLV",active
13888,runderwood@example.com,High Value,"High Value, Low CLV",active
13890,hollandjennifer@example.org,Risk,"Risk, Medium CLV",active
13892,michaelwashington@example.com,Nurture,"Nurture, Medium CLV",active
13894,pjensen@example.org,Risk,"Risk, Low CLV",active
13895,littlewarren@example.org,Risk,"Risk, High CLV",active
13899,brian68@example.net,Nurture,"Nurture, Low CLV",active
13900,jensenspencer@example.org,High Value,"High Value, Low CLV",active
13901,gcameron@example.net,Risk,"Risk, High CLV",active
13904,melindaross@example.org,Nurture,"Nurture, Low CLV",active
13908,ohurley@example.net,Risk,"Risk, High CLV",active
13911,vburton@example.org,Risk,"Risk, High CLV",active
13914,veronicawilson@example.net,High Value,"High Value, High CLV",active
13917,amiller@example.org,High Value,"High Value, Low CLV",active
13918,dana51@example.org,Risk,"Risk, Medium CLV",active
13919,ashley01@example.net,High Value,"High Value, Medium CLV",active
13924,tpotts@example.net,Nurture,"Nurture, High CLV",active
13925,torresjennifer@example.com,High Value,"High Value, Medium CLV",active
13928,carrollchristopher@example.com,High Value,"High Value, Medium CLV",active
13929,linda47@example.org,Risk,"Risk, Low CLV",active
13930,ostevenson@example.net,High Value,"High Value, Low CLV",active
13931,baileyelizabeth@example.org,Risk,"Risk, Medium CLV",active
13933,ftorres@example.com,High Value,"High Value, Medium CLV",active
13939,guerrerokimberly@example.org,Nurture,"Nurture, Low CLV",active
13940,allison39@example.net,High Value,"High Value, Medium CLV",active
13941,benjaminhaley@example.com,Risk,"Risk, Medium CLV",active
13946,omendez@example.org,Nurture,"Nurture, Low CLV",active
13949,willie25@example.net,Nurture,"Nurture, High CLV",active
13950,crystalnichols@example.com,Nurture,"Nurture, Medium CLV",active
13951,gsandoval@example.com,High Value,"High Value, Low CLV",active
13952,andrechandler@example.net,Risk,"Risk, Medium CLV",active
13953,erica33@example.org,Risk,"Risk, Medium CLV",active
13954,mcknightelijah@example.com,High Value,"High Value, Medium CLV",active
13955,lopezmarie@example.org,High Value,"High Value, Low CLV",active
13956,emilyroy@example.org,Nurture,"Nurture, Medium CLV",active
13959,arroyonicole@example.org,Risk,"Risk, Low CLV",active
13960,jeremylopez@example.org,High Value,"High Value, Medium CLV",active
13962,eallen@example.org,Nurture,"Nurture, Low CLV",active
13963,adamnorton@example.net,Risk,"Risk, Low CLV",active
13969,munozcrystal@example.org,Risk,"Risk, High CLV",active
13971,xjohnson@example.com,Risk,"Risk, High CLV",active
13972,chelsea67@example.net,High Value,"High Value, Low CLV",active
13975,michael43@example.org,Risk,"Risk, High CLV",active
13978,mortiz@example.org,High Value,"High Value, Medium CLV",active
13982,jeremysmith@example.net,Risk,"Risk, Low CLV",active
13983,whitenicholas@example.com,Risk,"Risk, Medium CLV",active
13984,ccastaneda@example.com,Risk,"Risk, Low CLV",active
13985,larsensheryl@example.org,Risk,"Risk, High CLV",active
13988,veronica50@example.org,Risk,"Risk, High CLV",active
13989,ashleyhall@example.org,Nurture,"Nurture, Low CLV",active
13991,ronaldwolf@example.net,High Value,"High Value, High CLV",active
13993,cholloway@example.org,Risk,"Risk, High CLV",active
13994,andrewmclaughlin@example.net,Risk,"Risk, High CLV",active
13995,cbarrera@example.net,Nurture,"Nurture, Medium CLV",active
13999,wilsonjessica@example.org,Risk,"Risk, Medium CLV",active
14001,cbaldwin@example.org,Risk,"Risk, Low CLV",active
14002,ashleycrawford@example.com,High Value,"High Value, Medium CLV",active
14004,ulambert@example.net,Risk,"Risk, High CLV",active
14005,randall45@example.net,Risk,"Risk, High CLV",active
14006,madison24@example.com,Nurture,"Nurture, Medium CLV",active
14009,eanderson@example.org,High Value,"High Value, Low CLV",active
14013,corey50@example.net,Nurture,"Nurture, Low CLV",active
14016,suzanne55@example.org,Risk,"Risk, Medium CLV",active
14019,garnerjoshua@example.net,Risk,"Risk, High CLV",active
14020,ccoleman@example.com,High Value,"High Value, Medium CLV",active
14021,shawnagarner@example.net,High Value,"High Value, Low CLV",active
14023,cunninghamlaura@example.net,Nurture,"Nurture, Low CLV",active
14024,walshtraci@example.org,High Value,"High Value, Low CLV",active
14029,tannerwyatt@example.net,High Value,"High Value, Medium CLV",active
14030,amandawebb@example.org,Risk,"Risk, Low CLV",active
14031,lmelton@example.net,Risk,"Risk, High CLV",active
14032,williamsonmichael@example.net,Risk,"Risk, Medium CLV",active
14034,xnichols@example.org,High Value,"High Value, Low CLV",active
14035,jonathanhuynh@example.org,Nurture,"Nurture, Medium CLV",active
14037,andrew22@example.org,Risk,"Risk, Low CLV",active
14038,nicole71@example.net,Risk,"Risk, Medium CLV",active
14040,oevans@example.org,Risk,"Risk, High CLV",active
14044,brittany66@example.org,Nurture,"Nurture, Low CLV",active
14045,gamblecathy@example.com,Risk,"Risk, Low CLV",active
14047,garciadale@example.com,Risk,"Risk, Low CLV",active
14049,bryancunningham@example.net,Risk,"Risk, High CLV",active
14050,gpeters@example.com,High Value,"High Value, Medium CLV",active
14051,larry01@example.com,Risk,"Risk, High CLV",active
14053,hicksmichael@example.net,High Value,"High Value, Low CLV",active
14056,jonathan33@example.net,Risk,"Risk, High CLV",active
14057,qrhodes@example.net,Risk,"Risk, High CLV",active
14060,longjacqueline@example.com,Risk,"Risk, High CLV",active
14062,sharon96@example.com,Risk,"Risk, High CLV",active
14064,davisbrenda@example.com,Nurture,"Nurture, Medium CLV",active
14067,guzmanlisa@example.net,High Value,"High Value, Medium CLV",active
14071,mayjohn@example.org,Risk,"Risk, Medium CLV",active
14075,matthewsmichele@example.com,Nurture,"Nurture, Medium CLV",active
14077,jacob31@example.com,Nurture,"Nurture, Low CLV",active
14078,johnsonjasmine@example.net,Risk,"Risk, Low CLV",active
14081,ybest@example.net,Risk,"Risk, Low CLV",active
14083,smithmichael@example.org,Risk,"Risk, Low CLV",active
14085,romerojohn@example.com,Risk,"Risk, High CLV",active
14088,rodgersjames@example.com,Risk,"Risk, High CLV",active
14092,jennifer00@example.com,Risk,"Risk, High CLV",active
14096,qliu@example.org,Risk,"Risk, High CLV",active
14099,jackperez@example.net,Risk,"Risk, Medium CLV",active
14101,cpope@example.net,Risk,"Risk, High CLV",active
14102,brockthomas@example.net,Nurture,"Nurture, High CLV",active
14104,martinezkathryn@example.com,High Value,"High Value, Low CLV",active
14107,debrarusso@example.com,Risk,"Risk, Medium CLV",active
14108,christopherhall@example.org,High Value,"High Value, Medium CLV",active
14110,stricklandkeith@example.org,Risk,"Risk, High CLV",active
14111,rcarter@example.net,Nurture,"Nurture, Medium CLV",active
14112,dianemiller@example.com,Risk,"Risk, High CLV",active
14113,ksanchez@example.org,Risk,"Risk, Low CLV",active
14114,jeffreyherring@example.org,High Value,"High Value, Low CLV",active
14116,melaniefisher@example.org,Nurture,"Nurture, High CLV",active
14121,igraham@example.net,Risk,"Risk, High CLV",active
14125,bradfordjustin@example.net,Risk,"Risk, High CLV",active
14126,foxalicia@example.com,High Value,"High Value, High CLV",active
14127,mcguireamy@example.org,Nurture,"Nurture, Low CLV",active
14128,chenmary@example.net,Nurture,"Nurture, Low CLV",active
14129,jonathancarson@example.org,Nurture,"Nurture, Medium CLV",active
14132,brian60@example.net,Risk,"Risk, High CLV",active
14133,rwilliams@example.com,Nurture,"Nurture, Low CLV",active
14135,nicolesmith@example.com,Risk,"Risk, High CLV",active
14138,trevinocarla@example.org,High Value,"High Value, High CLV",active
14140,cjoseph@example.com,Risk,"Risk, High CLV",active
14141,zlucero@example.com,High Value,"High Value, High CLV",active
14145,brewerjonathan@example.net,Risk,"Risk, High CLV",active
14146,nicholas47@example.com,Risk,"Risk, Medium CLV",active
14147,rebecca88@example.net,Nurture,"Nurture, Low CLV",active
14150,joseph66@example.org,Risk,"Risk, Low CLV",active
14152,robertsshannon@example.org,Nurture,"Nurture, Low CLV",active
14156,jacobjohnson@example.org,Risk,"Risk, High CLV",active
14157,petersoncindy@example.org,Nurture,"Nurture, Low CLV",active
14159,russelllarry@example.org,Risk,"Risk, High CLV",active
14161,richard68@example.com,Risk,"Risk, Low CLV",active
14162,fking@example.org,High Value,"High Value, Low CLV",active
14163,chapmanmary@example.com,Risk,"Risk, High CLV",active
14164,hornemackenzie@example.com,High Value,"High Value, Medium CLV",active
14167,xbrown@example.net,Nurture,"Nurture, Low CLV",active
14173,danamorales@example.net,Nurture,"Nurture, Low CLV",active
14175,pcastillo@example.com,Risk,"Risk, High CLV",active
14176,david70@example.net,Risk,"Risk, Low CLV",active
14177,rossmassey@example.org,High Value,"High Value, Medium CLV",active
14178,urivers@example.com,Risk,"Risk, High CLV",active
14179,pmorrison@example.org,High Value,"High Value, Medium CLV",active
14180,fmccarthy@example.com,Risk,"Risk, High CLV",active
14188,patricia20@example.org,Risk,"Risk, High CLV",active
14189,bennettjason@example.org,Risk,"Risk, High CLV",active
14191,bayers@example.org,Risk,"Risk, High CLV",active
14193,amber06@example.net,Risk,"Risk, Low CLV",active
14194,robertsonconnie@example.com,Risk,"Risk, High CLV",active
14195,andrewbaker@example.com,High Value,"High Value, Low CLV",active
14198,cynthia24@example.com,Nurture,"Nurture, Medium CLV",active
14201,cruzpaul@example.com,Risk,"Risk, Low CLV",active
14205,selena81@example.org,Nurture,"Nurture, Low CLV",active
14209,gstewart@example.com,Risk,"Risk, High CLV",active
14210,hguzman@example.org,Risk,"Risk, Low CLV",active
14211,reginaldbarr@example.com,Risk,"Risk, High CLV",active
14214,paula33@example.net,Nurture,"Nurture, Low CLV",active
14215,rmurray@example.net,Risk,"Risk, Low CLV",active
14216,wharrington@example.com,Risk,"Risk, High CLV",active
14217,alexanderronald@example.org,Risk,"Risk, Medium CLV",active
14220,angela02@example.org,Risk,"Risk, Low CLV",active
14221,tuckercolleen@example.com,Risk,"Risk, High CLV",active
14223,dsmall@example.net,Nurture,"Nurture, Medium CLV",active
14224,qhunt@example.org,Nurture,"Nurture, Medium CLV",active
14226,allenashley@example.com,Nurture,"Nurture, Medium CLV",active
14227,brendamunoz@example.net,Risk,"Risk, High CLV",active
14229,kevin73@example.net,Risk,"Risk, Medium CLV",active
14231,washingtonstephanie@example.net,High Value,"High Value, Medium CLV",active
14232,hlane@example.org,Nurture,"Nurture, High CLV",active
14233,brettnelson@example.org,Risk,"Risk, Medium CLV",active
14234,martin09@example.org,High Value,"High Value, High CLV",active
14235,qerickson@example.net,Risk,"Risk, High CLV",active
14236,stevenbecker@example.com,Risk,"Risk, Low CLV",active
14239,reidstephanie@example.com,Risk,"Risk, High CLV",active
14240,porterjoshua@example.com,Risk,"Risk, Medium CLV",active
14242,robertrandolph@example.com,High Value,"High Value, Low CLV",active
14243,campbellcalvin@example.com,Risk,"Risk, Medium CLV",active
14245,edward69@example.net,Risk,"Risk, Medium CLV",active
14246,salazarjennifer@example.net,Risk,"Risk, Medium CLV",active
14250,ssmith@example.org,Risk,"Risk, High CLV",active
14251,rebecca22@example.com,Risk,"Risk, High CLV",active
14256,monroeandrew@example.org,Risk,"Risk, Low CLV",active
14257,beverly60@example.com,Risk,"Risk, High CLV",active
14258,patricia52@example.com,Risk,"Risk, High CLV",active
14261,rodriguezdavid@example.net,High Value,"High Value, Medium CLV",active
14262,maydavid@example.org,Risk,"Risk, High CLV",active
14264,savannahking@example.org,High Value,"High Value, Low CLV",active
14265,vwilliams@example.net,High Value,"High Value, Medium CLV",active
14267,jeffrey69@example.com,Risk,"Risk, Medium CLV",active
14272,andersoncynthia@example.net,Nurture,"Nurture, Low CLV",active
14273,wspencer@example.org,Nurture,"Nurture, Medium CLV",active
14276,jonathan71@example.com,Nurture,"Nurture, Medium CLV",active
14277,michael55@example.com,Risk,"Risk, High CLV",active
14282,davidburgess@example.com,Risk,"Risk, Medium CLV",active
14284,jjohnson@example.com,High Value,"High Value, Medium CLV",active
14285,rbass@example.net,Risk,"Risk, High CLV",active
14286,juan99@example.net,Risk,"Risk, High CLV",active
